date,t1m,t3m,t6m,t1y,t2y,t3y,t5y,t7y,t10y,t20y,t30y,ys,ym,yl,sls,sms,slm,curv,rec,ms,ns
1968-06,NA,NA,NA,5.98,NA,5.82,5.85,NA,5.72,5.4,NA,5.98,5.835,5.56,-0.42,-0.145,-0.275,0.13,0,D,2
1968-07,NA,NA,NA,5.65,NA,5.54,5.6,NA,5.5,5.29,NA,5.65,5.57,5.395,-0.255,-0.08,-0.175,0.095,0,D,2
1968-12,NA,NA,NA,6.19,NA,6.16,6.12,NA,6.03,5.88,NA,6.19,6.14,5.955,-0.235,-0.05,-0.185,0.135,0,D,2
1969-01,NA,NA,NA,6.34,NA,6.22,6.25,NA,6.04,5.99,NA,6.34,6.235,6.015,-0.325,-0.105,-0.22,0.115,0,D,2
1969-02,NA,NA,NA,6.41,NA,6.32,6.34,NA,6.19,6.11,NA,6.41,6.33,6.15,-0.26,-0.08,-0.18,0.1,0,D,2
1969-06,NA,NA,NA,7.04,NA,6.83,6.75,NA,6.57,6.28,NA,7.04,6.79,6.425,-0.615,-0.25,-0.365,0.115,0,D,2
1969-07,NA,NA,NA,7.6,NA,7.31,7.01,6.8,6.72,6.27,NA,7.6,7.04,6.495,-1.105,-0.56,-0.545,-0.015,0,D,2
1969-08,NA,NA,NA,7.54,NA,7.29,7.03,6.79,6.69,6.22,NA,7.54,7.036666667,6.455,-1.085,-0.503333333,-0.581666667,0.078333333,0,D,2
1969-09,NA,NA,NA,7.82,NA,7.77,7.57,7.36,7.16,6.55,NA,7.82,7.566666667,6.855,-0.965,-0.253333333,-0.711666667,0.458333333,0,D,2
1969-10,NA,NA,NA,7.64,NA,7.57,7.51,7.24,7.1,6.49,NA,7.64,7.44,6.795,-0.845,-0.2,-0.645,0.445,0,D,2
1969-11,NA,NA,NA,7.89,NA,7.65,7.53,7.17,7.14,6.74,NA,7.89,7.45,6.94,-0.95,-0.44,-0.51,0.07,0,D,2
1969-12,NA,NA,NA,8.17,NA,8.1,7.96,7.51,7.65,6.91,NA,8.17,7.856666667,7.28,-0.89,-0.313333333,-0.576666667,0.263333333,0,D,2
1970-01,NA,NA,NA,8.1,NA,8.24,8.17,7.73,7.79,6.92,NA,8.1,8.046666667,7.355,-0.745,-0.053333333,-0.691666667,0.638333333,1,D,2
1973-07,NA,NA,NA,8.39,NA,7.54,7.33,7.23,7.13,7.29,NA,8.39,7.366666667,7.21,-1.18,-1.023333333,-0.156666667,-0.866666667,0,D,2
1973-08,NA,NA,NA,8.82,NA,7.89,7.63,7.52,7.4,7.61,NA,8.82,7.68,7.505,-1.315,-1.14,-0.175,-0.965,0,D,2
1974-04,NA,NA,NA,8.62,NA,8.05,7.92,7.77,7.51,8.01,NA,8.62,7.913333333,7.76,-0.86,-0.706666667,-0.153333333,-0.553333333,1,D,2
1974-05,NA,NA,NA,8.78,NA,8.27,8.18,7.93,7.58,8.14,NA,8.78,8.126666667,7.86,-0.92,-0.653333333,-0.266666667,-0.386666667,1,D,2
1974-06,NA,NA,NA,8.67,NA,8.15,8.1,7.9,7.54,8.1,NA,8.67,8.05,7.82,-0.85,-0.62,-0.23,-0.39,1,D,2
1974-07,NA,NA,NA,8.8,NA,8.41,8.38,8.19,7.81,8.26,NA,8.8,8.326666667,8.035,-0.765,-0.473333333,-0.291666667,-0.181666667,1,D,2
1974-08,NA,NA,NA,9.36,NA,8.66,8.63,8.41,8.04,8.6,NA,9.36,8.566666667,8.32,-1.04,-0.793333333,-0.246666667,-0.546666667,1,D,2
1974-09,NA,NA,NA,8.87,NA,8.41,8.37,8.25,8.04,8.59,NA,8.87,8.343333333,8.315,-0.555,-0.526666667,-0.028333333,-0.498333333,1,D,2
1978-09,NA,NA,NA,8.64,8.57,8.41,8.43,8.42,8.42,8.47,8.47,8.64,8.4575,8.453333333,-0.186666667,-0.1825,-0.004166667,-0.178333333,0,D,2
1978-10,NA,NA,NA,9.14,8.85,8.62,8.61,8.64,8.64,8.69,8.67,9.14,8.68,8.666666667,-0.473333333,-0.46,-0.013333333,-0.446666667,0,D,2
1978-11,NA,NA,NA,10.01,9.42,9.04,8.84,8.8,8.81,8.75,8.75,10.01,9.025,8.77,-1.24,-0.985,-0.255,-0.73,0,D,2
1978-12,NA,NA,NA,10.3,9.72,9.33,9.08,9.03,9.01,8.9,8.88,10.3,9.29,8.93,-1.37,-1.01,-0.36,-0.65,0,D,2
1979-01,NA,NA,NA,10.41,9.86,9.5,9.2,9.14,9.1,8.98,8.94,10.41,9.425,9.006666667,-1.403333333,-0.985,-0.418333333,-0.566666667,0,D,2
1979-02,NA,NA,NA,10.24,9.72,9.29,9.13,9.11,9.1,9.03,9,10.24,9.3125,9.043333333,-1.196666667,-0.9275,-0.269166667,-0.658333333,0,D,2
1979-03,NA,NA,NA,10.25,9.79,9.38,9.2,9.15,9.12,9.08,9.03,10.25,9.38,9.076666667,-1.173333333,-0.87,-0.303333333,-0.566666667,0,D,2
1979-04,NA,NA,NA,10.12,9.78,9.43,9.25,9.21,9.18,9.12,9.08,10.12,9.4175,9.126666667,-0.993333333,-0.7025,-0.290833333,-0.411666667,0,D,2
1979-05,NA,NA,NA,10.12,9.78,9.42,9.24,9.23,9.25,9.21,9.19,10.12,9.4175,9.216666667,-0.903333333,-0.7025,-0.200833333,-0.501666667,0,D,2
1979-06,NA,NA,NA,9.57,9.22,8.95,8.85,8.86,8.91,8.91,8.92,9.57,8.97,8.913333333,-0.656666667,-0.6,-0.056666667,-0.543333333,0,D,2
1979-07,NA,NA,NA,9.64,9.14,8.94,8.9,8.92,8.95,8.92,8.93,9.64,8.975,8.933333333,-0.706666667,-0.665,-0.041666667,-0.623333333,0,D,2
1979-08,NA,NA,NA,9.98,9.46,9.14,9.06,9.05,9.03,8.97,8.98,9.98,9.1775,8.993333333,-0.986666667,-0.8025,-0.184166667,-0.618333333,0,D,2
1979-09,NA,NA,NA,10.84,10.06,9.69,9.41,9.38,9.33,9.21,9.17,10.84,9.635,9.236666667,-1.603333333,-1.205,-0.398333333,-0.806666667,0,D,2
1979-10,NA,NA,NA,12.44,11.49,10.95,10.63,10.47,10.3,9.99,9.85,12.44,10.885,10.04666667,-2.393333333,-1.555,-0.838333333,-0.716666667,0,D,2
1979-11,NA,NA,NA,12.39,11.81,11.18,10.93,10.8,10.65,10.37,10.3,12.39,11.18,10.44,-1.95,-1.21,-0.74,-0.47,0,D,2
1979-12,NA,NA,NA,11.98,11.39,10.71,10.42,10.42,10.39,10.18,10.12,11.98,10.735,10.23,-1.75,-1.245,-0.505,-0.74,0,D,2
1980-01,NA,NA,NA,12.06,11.5,10.88,10.74,10.77,10.8,10.65,10.6,12.06,10.9725,10.68333333,-1.376666667,-1.0875,-0.289166667,-0.798333333,0,D,2
1980-02,NA,NA,NA,13.92,13.42,12.84,12.6,12.53,12.41,12.21,12.13,13.92,12.8475,12.25,-1.67,-1.0725,-0.5975,-0.475,1,D,2
1980-03,NA,NA,NA,15.82,14.88,14.05,13.47,13,12.75,12.49,12.34,15.82,13.85,12.52666667,-3.293333333,-1.97,-1.323333333,-0.646666667,1,D,2
1980-04,NA,NA,NA,13.3,12.5,12.02,11.84,11.49,11.47,11.42,11.4,13.3,11.9625,11.43,-1.87,-1.3375,-0.5325,-0.805,1,D,2
1980-10,NA,NA,NA,12.49,12.09,12.01,11.86,11.79,11.75,11.75,11.59,12.49,11.9375,11.69666667,-0.793333333,-0.5525,-0.240833333,-0.311666667,0,D,2
1980-11,NA,NA,NA,14.15,13.51,13.31,12.83,12.71,12.68,12.44,12.37,14.15,13.09,12.49666667,-1.653333333,-1.06,-0.593333333,-0.466666667,0,D,2
1980-12,NA,NA,NA,14.88,14.08,13.65,13.25,13,12.84,12.49,12.4,14.88,13.495,12.57666667,-2.303333333,-1.385,-0.918333333,-0.466666667,0,D,2
1981-01,NA,NA,NA,14.08,13.26,13.01,12.77,12.66,12.57,12.29,12.14,14.08,12.925,12.33333333,-1.746666667,-1.155,-0.591666667,-0.563333333,0,D,2
1981-02,NA,NA,NA,14.57,13.92,13.65,13.41,13.28,13.19,12.98,12.8,14.57,13.565,12.99,-1.58,-1.005,-0.575,-0.43,0,D,2
1981-03,NA,NA,NA,13.71,13.57,13.51,13.41,13.24,13.12,12.94,12.69,13.71,13.4325,12.91666667,-0.793333333,-0.2775,-0.515833333,0.238333333,0,D,2
1981-04,NA,NA,NA,14.32,14.15,14.09,13.99,13.85,13.68,13.46,13.2,14.32,14.02,13.44666667,-0.873333333,-0.3,-0.573333333,0.273333333,0,D,2
1981-05,NA,NA,NA,16.2,15.46,15.08,14.63,14.3,14.1,13.82,13.6,16.2,14.8675,13.84,-2.36,-1.3325,-1.0275,-0.305,0,D,2
1981-06,NA,NA,NA,14.86,14.51,14.29,13.95,13.67,13.47,13.2,12.96,14.86,14.105,13.21,-1.65,-0.755,-0.895,0.14,0,D,2
1981-07,NA,NA,NA,15.72,15.35,15.15,14.79,14.49,14.28,13.92,13.59,15.72,14.945,13.93,-1.79,-0.775,-1.015,0.24,0,D,2
1981-08,NA,NA,NA,16.72,16.28,16,15.56,15.22,14.94,14.52,14.17,16.72,15.765,14.54333333,-2.176666667,-0.955,-1.221666667,0.266666667,1,D,2
1981-09,NA,NA,NA,16.52,16.46,16.22,15.93,15.65,15.32,15.07,14.67,16.52,16.065,15.02,-1.5,-0.455,-1.045,0.59,1,D,2
2000-08,NA,6.28,6.35,6.18,6.23,6.17,6.06,6.05,5.83,6.02,5.72,6.27,6.1275,5.856666667,-0.413333333,-0.1425,-0.270833333,0.128333333,0,D,2
2000-09,NA,6.18,6.25,6.13,6.08,6.02,5.93,5.98,5.8,6.09,5.83,6.186666667,6.0025,5.906666667,-0.28,-0.184166667,-0.095833333,-0.088333333,0,D,2
