date,t1m,t3m,t6m,t1y,t2y,t3y,t5y,t7y,t10y,t20y,t30y,ys,ym,yl,sls,sms,slm,curv,rec,ms,ns
2007-03,5.21,5.08,5.1,4.92,4.57,4.51,4.48,4.5,4.56,4.81,4.72,5.0775,4.515,4.696666667,-0.380833333,-0.5625,0.181666667,-0.744166667,0,B,1
2007-04,4.99,5.01,5.07,4.93,4.67,4.6,4.59,4.62,4.69,4.95,4.87,5,4.62,4.836666667,-0.163333333,-0.38,0.216666667,-0.596666667,0,B,1
2007-05,4.82,4.87,4.98,4.91,4.77,4.69,4.67,4.69,4.75,4.98,4.9,4.895,4.705,4.876666667,-0.018333333,-0.19,0.171666667,-0.361666667,0,B,1
2007-07,4.82,4.96,5.04,4.96,4.82,4.82,4.88,4.93,5,5.19,5.11,4.945,4.8625,5.1,0.155,-0.0825,0.2375,-0.32,0,B,1
2019-03,2.45,2.45,2.51,2.49,2.41,2.37,2.37,2.47,2.57,2.8,2.98,2.475,2.405,2.783333333,0.308333333,-0.07,0.378333333,-0.448333333,0,B,1
2019-04,2.43,2.43,2.46,2.42,2.34,2.31,2.33,2.43,2.53,2.76,2.94,2.435,2.3525,2.743333333,0.308333333,-0.0825,0.390833333,-0.473333333,0,B,1
2019-05,2.4,2.4,2.42,2.34,2.21,2.16,2.19,2.29,2.4,2.63,2.82,2.39,2.2125,2.616666667,0.226666667,-0.1775,0.404166667,-0.581666667,0,B,1
2019-06,2.22,2.22,2.17,2,1.81,1.78,1.83,1.95,2.07,2.36,2.57,2.1525,1.8425,2.333333333,0.180833333,-0.31,0.490833333,-0.800833333,0,B,1
2019-07,2.15,2.15,2.08,1.96,1.84,1.8,1.83,1.93,2.06,2.36,2.57,2.085,1.85,2.33,0.245,-0.235,0.48,-0.715,0,B,1
2019-08,2.07,1.99,1.93,1.77,1.57,1.51,1.49,1.55,1.63,1.91,2.12,1.94,1.53,1.886666667,-0.053333333,-0.41,0.356666667,-0.766666667,0,B,1
2019-09,1.99,1.93,1.89,1.8,1.65,1.59,1.57,1.64,1.7,1.97,2.16,1.9025,1.6125,1.943333333,0.040833333,-0.29,0.330833333,-0.620833333,0,B,1
2019-10,1.73,1.68,1.67,1.61,1.55,1.53,1.53,1.62,1.71,2,2.19,1.6725,1.5575,1.966666667,0.294166667,-0.115,0.409166667,-0.524166667,0,B,1
2020-02,1.58,1.54,1.51,1.41,1.33,1.31,1.32,1.42,1.5,1.81,1.97,1.51,1.345,1.76,0.25,-0.165,0.415,-0.58,0,B,1
