date,t1m,t3m,t6m,t1y,t2y,t3y,t5y,t7y,t10y,t20y,t30y,ys,ym,yl,sls,sms,slm,curv,rec,ms,ns
1951-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.499,2,2.54,1.041,0.501,0.54,-0.039,0,U,5
1951-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.593,1.94,2.5,0.907,0.347,0.56,-0.213,0,U,5
1951-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.644,1.89,2.53,0.886,0.246,0.64,-0.394,0,U,5
1951-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.646,1.93,2.53,0.884,0.284,0.6,-0.316,0,U,5
1951-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.608,2,2.5,0.892,0.392,0.5,-0.108,0,U,5
1951-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.608,2.01,2.57,0.962,0.402,0.56,-0.158,0,U,5
1951-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.731,2.09,2.63,0.899,0.359,0.54,-0.181,0,U,5
1952-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.688,2.08,2.68,0.992,0.392,0.6,-0.208,0,U,5
1952-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.574,2.07,2.67,1.096,0.496,0.6,-0.104,0,U,5
1952-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.658,2.02,2.65,0.992,0.362,0.63,-0.268,0,U,5
1952-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.623,1.93,2.56,0.937,0.307,0.63,-0.323,0,U,5
1952-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.71,1.95,2.54,0.83,0.24,0.59,-0.35,0,U,5
1952-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.7,2.04,2.58,0.88,0.34,0.54,-0.2,0,U,5
1952-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.824,2.14,2.58,0.756,0.316,0.44,-0.124,0,U,5
1952-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.876,2.29,2.67,0.794,0.414,0.38,0.034,0,U,5
1952-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.786,2.28,2.69,0.904,0.494,0.41,0.084,0,U,5
1952-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.783,2.26,2.72,0.937,0.477,0.46,0.017,0,U,5
1952-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.862,2.25,2.69,0.828,0.388,0.44,-0.052,0,U,5
1952-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.126,2.3,2.75,0.624,0.174,0.45,-0.276,0,U,5
1953-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.042,2.39,2.79,0.748,0.348,0.4,-0.052,0,U,5
1953-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.018,2.42,2.82,0.802,0.402,0.4,0.002,0,U,5
1953-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.082,2.46,2.91,0.828,0.378,0.45,-0.072,0,U,5
1953-04,NA,NA,NA,2.36,NA,2.51,2.62,NA,2.83,3.08,NA,2.36,2.565,2.955,0.595,0.205,0.39,-0.185,0,U,5
1953-05,NA,NA,NA,2.48,NA,2.72,2.87,NA,3.05,3.18,NA,2.48,2.795,3.115,0.635,0.315,0.32,-0.005,0,U,5
1953-06,NA,NA,NA,2.45,NA,2.74,2.94,NA,3.11,3.21,NA,2.45,2.84,3.16,0.71,0.39,0.32,0.07,0,U,5
1953-07,NA,NA,NA,2.38,NA,2.62,2.75,NA,2.93,3.12,NA,2.38,2.685,3.025,0.645,0.305,0.34,-0.035,0,U,5
1953-08,NA,NA,NA,2.28,NA,2.58,2.8,NA,2.95,3.1,NA,2.28,2.69,3.025,0.745,0.41,0.335,0.075,1,U,5
1953-09,NA,NA,NA,2.2,NA,2.56,2.71,NA,2.87,3.07,NA,2.2,2.635,2.97,0.77,0.435,0.335,0.1,1,U,5
1953-10,NA,NA,NA,1.79,NA,2.23,2.43,NA,2.66,2.95,NA,1.79,2.33,2.805,1.015,0.54,0.475,0.065,1,U,5
1953-11,NA,NA,NA,1.67,NA,2.2,2.42,NA,2.68,2.95,NA,1.67,2.31,2.815,1.145,0.64,0.505,0.135,1,U,5
1953-12,NA,NA,NA,1.66,NA,2.07,2.32,NA,2.59,2.89,NA,1.66,2.195,2.74,1.08,0.535,0.545,-0.01,1,U,5
1954-01,NA,NA,NA,1.41,NA,1.89,2.17,NA,2.48,2.8,NA,1.41,2.03,2.64,1.23,0.62,0.61,0.01,1,U,5
1954-02,NA,NA,NA,1.14,NA,1.63,2.04,NA,2.47,2.72,NA,1.14,1.835,2.595,1.455,0.695,0.76,-0.065,1,U,5
1954-03,NA,NA,NA,1.13,NA,1.59,1.93,NA,2.37,2.61,NA,1.13,1.76,2.49,1.36,0.63,0.73,-0.1,1,U,5
1954-04,NA,NA,NA,0.96,NA,1.54,1.87,NA,2.29,2.6,NA,0.96,1.705,2.445,1.485,0.745,0.74,0.005,1,U,5
1954-05,NA,NA,NA,0.85,NA,1.56,1.92,NA,2.37,2.66,NA,0.85,1.74,2.515,1.665,0.89,0.775,0.115,1,U,5
1954-06,NA,NA,NA,0.82,NA,1.53,1.92,NA,2.38,2.64,NA,0.82,1.725,2.51,1.69,0.905,0.785,0.12,0,U,5
1954-07,NA,NA,NA,0.84,NA,1.47,1.85,NA,2.3,2.57,NA,0.84,1.66,2.435,1.595,0.82,0.775,0.045,0,U,5
1954-08,NA,NA,NA,0.88,NA,1.49,1.9,NA,2.36,2.58,NA,0.88,1.695,2.47,1.59,0.815,0.775,0.04,0,U,5
1954-09,NA,NA,NA,1.03,NA,1.6,1.96,NA,2.38,2.6,NA,1.03,1.78,2.49,1.46,0.75,0.71,0.04,0,U,5
1954-10,NA,NA,NA,1.17,NA,1.72,2.02,NA,2.43,2.61,NA,1.17,1.87,2.52,1.35,0.7,0.65,0.05,0,U,5
1954-11,NA,NA,NA,1.14,NA,1.75,2.09,NA,2.48,2.65,NA,1.14,1.92,2.565,1.425,0.78,0.645,0.135,0,U,5
1954-12,NA,NA,NA,1.21,NA,1.81,2.16,NA,2.51,2.67,NA,1.21,1.985,2.59,1.38,0.775,0.605,0.17,0,U,5
1955-01,NA,NA,NA,1.39,NA,1.99,2.32,NA,2.61,2.75,NA,1.39,2.155,2.68,1.29,0.765,0.525,0.24,0,U,5
1955-02,NA,NA,NA,1.57,NA,2.12,2.38,NA,2.65,2.83,NA,1.57,2.25,2.74,1.17,0.68,0.49,0.19,0,U,5
1955-03,NA,NA,NA,1.59,NA,2.26,2.48,NA,2.68,2.84,NA,1.59,2.37,2.76,1.17,0.78,0.39,0.39,0,U,5
1955-04,NA,NA,NA,1.75,NA,2.37,2.55,NA,2.75,2.85,NA,1.75,2.46,2.8,1.05,0.71,0.34,0.37,0,U,5
1955-05,NA,NA,NA,1.9,NA,2.37,2.56,NA,2.76,2.87,NA,1.9,2.465,2.815,0.915,0.565,0.35,0.215,0,U,5
1955-06,NA,NA,NA,1.91,NA,2.39,2.59,NA,2.78,2.86,NA,1.91,2.49,2.82,0.91,0.58,0.33,0.25,0,U,5
1955-07,NA,NA,NA,2.02,NA,2.51,2.72,NA,2.9,2.94,NA,2.02,2.615,2.92,0.9,0.595,0.305,0.29,0,U,5
1955-08,NA,NA,NA,2.37,NA,2.72,2.86,NA,2.97,3.01,NA,2.37,2.79,2.99,0.62,0.42,0.2,0.22,0,U,5
1955-09,NA,NA,NA,2.36,NA,2.69,2.85,NA,2.97,3,NA,2.36,2.77,2.985,0.625,0.41,0.215,0.195,0,U,5
1955-10,NA,NA,NA,2.39,NA,2.62,2.76,NA,2.88,2.93,NA,2.39,2.69,2.905,0.515,0.3,0.215,0.085,0,U,5
1955-11,NA,NA,NA,2.48,NA,2.73,2.81,NA,2.89,2.93,NA,2.48,2.77,2.91,0.43,0.29,0.14,0.15,0,U,5
1955-12,NA,NA,NA,2.73,NA,2.88,2.93,NA,2.96,2.98,NA,2.73,2.905,2.97,0.24,0.175,0.065,0.11,0,U,5
1956-01,NA,NA,NA,2.58,NA,2.78,2.84,NA,2.9,2.94,NA,2.58,2.81,2.92,0.34,0.23,0.11,0.12,0,U,5
1956-02,NA,NA,NA,2.49,NA,2.67,2.74,NA,2.84,2.91,NA,2.49,2.705,2.875,0.385,0.215,0.17,0.045,0,U,5
1956-03,NA,NA,NA,2.61,NA,2.89,2.93,NA,2.96,2.99,NA,2.61,2.91,2.975,0.365,0.3,0.065,0.235,0,U,5
1956-06,NA,NA,NA,2.74,NA,2.95,2.97,NA,3,3,NA,2.74,2.96,3,0.26,0.22,0.04,0.18,0,U,5
1956-07,NA,NA,NA,2.76,NA,3.06,3.12,NA,3.11,3.08,NA,2.76,3.09,3.095,0.335,0.33,0.005,0.325,0,U,5
1958-01,NA,NA,NA,2.65,NA,2.78,2.88,NA,3.09,3.27,NA,2.65,2.83,3.18,0.53,0.18,0.35,-0.17,1,U,5
1958-02,NA,NA,NA,1.99,NA,2.58,2.78,NA,3.05,3.31,NA,1.99,2.68,3.18,1.19,0.69,0.5,0.19,1,U,5
1958-03,NA,NA,NA,1.84,NA,2.4,2.64,NA,2.98,3.29,NA,1.84,2.52,3.135,1.295,0.68,0.615,0.065,1,U,5
1958-04,NA,NA,NA,1.45,NA,2.15,2.46,NA,2.88,3.17,NA,1.45,2.305,3.025,1.575,0.855,0.72,0.135,1,U,5
1958-05,NA,NA,NA,1.37,NA,2.07,2.41,NA,2.92,3.17,NA,1.37,2.24,3.045,1.675,0.87,0.805,0.065,0,U,5
1958-06,NA,NA,NA,1.23,NA,2.08,2.46,NA,2.97,3.23,NA,1.23,2.27,3.1,1.87,1.04,0.83,0.21,0,U,5
1958-07,NA,NA,NA,1.61,NA,2.42,2.77,NA,3.2,3.39,NA,1.61,2.595,3.295,1.685,0.985,0.7,0.285,0,U,5
1958-08,NA,NA,NA,2.5,NA,3.06,3.29,NA,3.54,3.65,NA,2.5,3.175,3.595,1.095,0.675,0.42,0.255,0,U,5
1958-09,NA,NA,NA,3.05,NA,3.52,3.69,NA,3.76,3.8,NA,3.05,3.605,3.78,0.73,0.555,0.175,0.38,0,U,5
1958-10,NA,NA,NA,3.19,NA,3.67,3.78,NA,3.8,3.81,NA,3.19,3.725,3.805,0.615,0.535,0.08,0.455,0,U,5
1958-11,NA,NA,NA,3.1,NA,3.6,3.7,NA,3.74,3.76,NA,3.1,3.65,3.75,0.65,0.55,0.1,0.45,0,U,5
1958-12,NA,NA,NA,3.29,NA,3.72,3.82,NA,3.86,3.86,NA,3.29,3.77,3.86,0.57,0.48,0.09,0.39,0,U,5
1959-01,NA,NA,NA,3.36,NA,3.91,4.01,NA,4.02,3.95,NA,3.36,3.96,3.985,0.625,0.6,0.025,0.575,0,U,5
1959-02,NA,NA,NA,3.54,NA,3.92,3.96,NA,3.96,3.96,NA,3.54,3.94,3.96,0.42,0.4,0.02,0.38,0,U,5
1959-03,NA,NA,NA,3.61,NA,3.97,3.99,NA,3.99,3.99,NA,3.61,3.98,3.99,0.38,0.37,0.01,0.36,0,U,5
1959-04,NA,NA,NA,3.72,NA,4.03,4.12,NA,4.12,4.06,NA,3.72,4.075,4.09,0.37,0.355,0.015,0.34,0,U,5
1960-06,NA,NA,NA,3.36,NA,4.01,4.12,NA,4.15,4.04,NA,3.36,4.065,4.095,0.735,0.705,0.03,0.675,1,U,5
1960-07,NA,NA,NA,3.2,NA,3.63,3.79,NA,3.9,3.91,NA,3.2,3.71,3.905,0.705,0.51,0.195,0.315,1,U,5
1960-08,NA,NA,NA,2.95,NA,3.41,3.62,NA,3.8,3.84,NA,2.95,3.515,3.82,0.87,0.565,0.305,0.26,1,U,5
1960-09,NA,NA,NA,3.07,NA,3.43,3.61,NA,3.8,3.86,NA,3.07,3.52,3.83,0.76,0.45,0.31,0.14,1,U,5
1960-10,NA,NA,NA,3.04,NA,3.53,3.76,NA,3.89,3.92,NA,3.04,3.645,3.905,0.865,0.605,0.26,0.345,1,U,5
1960-11,NA,NA,NA,3.08,NA,3.6,3.81,NA,3.93,3.96,NA,3.08,3.705,3.945,0.865,0.625,0.24,0.385,1,U,5
1960-12,NA,NA,NA,2.86,NA,3.42,3.67,NA,3.84,3.91,NA,2.86,3.545,3.875,1.015,0.685,0.33,0.355,1,U,5
1961-01,NA,NA,NA,2.81,NA,3.39,3.67,NA,3.84,3.9,NA,2.81,3.53,3.87,1.06,0.72,0.34,0.38,1,U,5
1961-02,NA,NA,NA,2.93,NA,3.46,3.66,NA,3.78,3.84,NA,2.93,3.56,3.81,0.88,0.63,0.25,0.38,1,U,5
1961-03,NA,NA,NA,2.88,NA,3.35,3.6,NA,3.74,3.81,NA,2.88,3.475,3.775,0.895,0.595,0.3,0.295,0,U,5
1961-04,NA,NA,NA,2.88,NA,3.33,3.57,NA,3.78,3.81,NA,2.88,3.45,3.795,0.915,0.57,0.345,0.225,0,U,5
1961-05,NA,NA,NA,2.87,NA,3.23,3.47,NA,3.71,3.74,NA,2.87,3.35,3.725,0.855,0.48,0.375,0.105,0,U,5
1961-06,NA,NA,NA,3.06,NA,3.63,3.81,NA,3.88,3.89,NA,3.06,3.72,3.885,0.825,0.66,0.165,0.495,0,U,5
1961-07,NA,NA,NA,2.92,NA,3.59,3.84,NA,3.92,3.93,NA,2.92,3.715,3.925,1.005,0.795,0.21,0.585,0,U,5
1961-08,NA,NA,NA,3.06,NA,3.76,3.96,NA,4.04,4.04,NA,3.06,3.86,4.04,0.98,0.8,0.18,0.62,0,U,5
1961-09,NA,NA,NA,3.06,NA,3.73,3.9,NA,3.98,4.04,NA,3.06,3.815,4.01,0.95,0.755,0.195,0.56,0,U,5
1961-10,NA,NA,NA,3.05,NA,3.62,3.8,NA,3.92,4.01,NA,3.05,3.71,3.965,0.915,0.66,0.255,0.405,0,U,5
1961-11,NA,NA,NA,3.07,NA,3.61,3.82,NA,3.94,4,NA,3.07,3.715,3.97,0.9,0.645,0.255,0.39,0,U,5
1961-12,NA,NA,NA,3.18,NA,3.72,3.91,NA,4.06,4.07,NA,3.18,3.815,4.065,0.885,0.635,0.25,0.385,0,U,5
1962-01,NA,NA,NA,3.28,NA,3.76,3.94,NA,4.08,4.1,NA,3.28,3.85,4.09,0.81,0.57,0.24,0.33,0,U,5
1962-02,NA,NA,NA,3.28,NA,3.69,3.89,NA,4.04,4.12,NA,3.28,3.79,4.08,0.8,0.51,0.29,0.22,0,U,5
1962-03,NA,NA,NA,3.06,NA,3.45,3.68,NA,3.93,4.04,NA,3.06,3.565,3.985,0.925,0.505,0.42,0.085,0,U,5
1962-04,NA,NA,NA,2.99,NA,3.38,3.6,NA,3.84,3.93,NA,2.99,3.49,3.885,0.895,0.5,0.395,0.105,0,U,5
1962-05,NA,NA,NA,3.03,NA,3.4,3.66,NA,3.87,3.92,NA,3.03,3.53,3.895,0.865,0.5,0.365,0.135,0,U,5
1962-06,NA,NA,NA,3.03,NA,3.39,3.64,NA,3.91,3.96,NA,3.03,3.515,3.935,0.905,0.485,0.42,0.065,0,U,5
1962-07,NA,NA,NA,3.29,NA,3.62,3.8,NA,4.01,4.05,NA,3.29,3.71,4.03,0.74,0.42,0.32,0.1,0,U,5
1962-08,NA,NA,NA,3.2,NA,3.46,3.71,NA,3.98,4.01,NA,3.2,3.585,3.995,0.795,0.385,0.41,-0.025,0,U,5
1962-09,NA,NA,NA,3.06,NA,3.41,3.7,NA,3.98,4,NA,3.06,3.555,3.99,0.93,0.495,0.435,0.06,0,U,5
1962-10,NA,NA,NA,2.98,NA,3.33,3.64,NA,3.93,3.94,NA,2.98,3.485,3.935,0.955,0.505,0.45,0.055,0,U,5
1962-11,NA,NA,NA,3,NA,3.4,3.6,NA,3.92,3.93,NA,3,3.5,3.925,0.925,0.5,0.425,0.075,0,U,5
1962-12,NA,NA,NA,3.01,NA,3.37,3.56,NA,3.86,3.92,NA,3.01,3.465,3.89,0.88,0.455,0.425,0.03,0,U,5
1963-01,NA,NA,NA,3.04,NA,3.4,3.58,NA,3.83,3.93,NA,3.04,3.49,3.88,0.84,0.45,0.39,0.06,0,U,5
